Subject,Sender,Body,Label
Unusual activity detected on your account,urgent@finance-support.com,Security alert: Your password has been compromised,1
Upcoming maintenance alert,newsletter@company.com,Reminder: Your service plan has been renewed successfully.,0
Unusual activity detected on your account,security@facebook-help.com,Your account has been locked. Click below to restore access.,1
Your PayPal account has been suspended,service@banking-alert.com,We've detected unauthorized access. Reset your password now!,1
New security alert: Immediate action required,info@claim-reward.com,Get exclusive VIP benefits now!,1
Important security notice for your account,contact@customer-support.com,Enjoy new features in your latest app update,0
New security alert: Immediate action required,service@order-cancellation.com,Your account has been locked. Click below to restore access.,1
Welcome to our service!,admin@paypal.com,Thanks for signing up! Here are some useful resources to get started.,0
New security alert: Immediate action required,service@banking-alert.com,Click the link below to verify your account immediately!,1
Your monthly bank statement is ready,alerts@finance-notice.com,We've updated our security features. No action is required on your part.,0
Invoice for your recent purchase,team@corporate-mail.com,Enjoy new features in your latest app update,0
Your password will expire soon!,admin@paypal-security.com,Confirm your email for a security upgrade,1
Limited-time offer! Claim your bonus now,help@banking-security.com,Confirm your email for a security upgrade,1
We appreciate your feedback!,info@officialnews.com,Your monthly statement is attached. Let us know if you have questions.,0
Invoice for your recent purchase,info@officialnews.com,Join us for our upcoming webinar. Click here to register.,0
Your PayPal account has been suspended,alerts@fraud-detection.com,Suspicious login detected: Secure your account now!,1
Unauthorized access attempt detected,security@facebook-help.com,Suspicious login detected: Secure your account now!,1
Thank you for your recent purchase,alerts@finance-notice.com,Friendly reminder: Your account is in good standing,0
Your PayPal account has been suspended,verification@secure-portal.com,We've detected unauthorized access. Reset your password now!,1
Payment failed: Update your billing details,lottery@big-win.com,Security alert: Your password has been compromised,1
Unauthorized access attempt detected,support@secure-b4nk.com,You have won a lucky draw! Claim your prize here.,1
Important security notice for your account,alerts@finance-notice.com,Enjoy new features in your latest app update,0
Important security notice for your account,admin@paypal.com,Your monthly statement is attached. Let us know if you have questions.,0
Subscription renewal confirmation,updates@official-source.com,Automatic bill payment confirmation,0
Upcoming maintenance alert,admin@paypal.com,Join us for our upcoming webinar. Click here to register.,0
Important notice: Update your credentials,lottery@big-win.com,Exclusive offer: Redeem your coupon before it expires!,1
Suspicious login detected on your account,urgent@finance-support.com,Click the link below to verify your account immediately!,1
Thank you for your recent purchase,contact@customer-support.com,We've updated our security features. No action is required on your part.,0
Your password will expire soon!,help@banking-security.com,Your account will be suspended if no action is taken within 24 hours.,1
Invoice for your recent purchase,no-reply@billing.com,We've updated our security features. No action is required on your part.,0
Thank you for your recent purchase,info@officialnews.com,Automatic bill payment confirmation,0
Unauthorized access attempt detected,account@amazon-verification.com,Get exclusive VIP benefits now!,1
Billing confirmation for your service,alerts@finance-notice.com,Your feedback is important to us. Participate in our survey!,0
Your order has been canceled,alerts@fraud-detection.com,Congratulations! You're eligible for a special discount,1
Your order has been canceled,lottery@big-win.com,Confirm your email for a security upgrade,1
Unauthorized access attempt detected,verification@secure-portal.com,Your loan application has been pre-approved!,1
Congratulations! You have won a prize!,security@facebook-help.com,Update your billing information to avoid service interruption.,1
New security alert: Immediate action required,help@banking-security.com,Confirm your email for a security upgrade,1
Your password will expire soon!,support@secure-b4nk.com,Your account will be suspended if no action is taken within 24 hours.,1
Your order has been canceled,support@funds-transfer.com,You have won a lucky draw! Claim your prize here.,1
Meeting rescheduled to next week,service@trusted-payment.com,Friendly reminder: Your account is in good standing,0
